author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296470579/,Москва,sale,flat,3,15,3,104.0,-1,0,65200000,Аэропорт,Ленинградский проспект,36с39,Динамо,ВТБ Арена парк
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539749/,Москва,sale,flat,8,8,3,81.0,-1,0,50000000,Арбат, Арбат,51С1,Смоленская,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/295370167/,Москва,sale,flat,2,6,3,110.5,-1,0,99000000,Пресненский,Малая Бронная ,32,Пушкинская,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300006012/,Москва,sale,flat,8,8,3,81.0,-1,0,50000000,Арбат, Арбат,51С1,Смоленская,
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300822468/,Москва,sale,flat,5,21,3,116.8,-1,0,120000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
ID 85604823,unknown,https://www.cian.ru/sale/flat/299433436/,Москва,sale,flat,6,15,3,100.0,-1,0,50000000,Пресненский,Шмитовский проезд,39к8,Шелепиха,Headliner
ID 413522,realtor,https://www.cian.ru/sale/flat/301735001/,Москва,sale,flat,5,21,3,116.78,-1,0,120000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
SHOW ME,real_estate_agent,https://www.cian.ru/sale/flat/279871964/,Москва,sale,flat,7,10,3,190.0,-1,0,139000000,Басманный,Нижняя Красносельская ,35С50,Бауманская,TriBeCa APARTMENTS
BERI,real_estate_agent,https://www.cian.ru/sale/flat/300567591/,Москва,sale,flat,4,5,3,83.4,-1,0,34990000,Хамовники,Смоленский бульвар,17С1,Смоленская,
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301559691/,Москва,sale,flat,2,4,3,140.0,-1,0,227351780,Мещанский,Рождественский бульвар,10/7С1,Трубная,
ID 1390606,real_estate_agent,https://www.cian.ru/sale/flat/299735585/,Москва,sale,flat,5,14,3,110.0,-1,0,198800000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Правовой центр жилья,real_estate_agent,https://www.cian.ru/sale/flat/300525625/,Москва,sale,flat,6,11,3,70.6,-1,0,34300000,Пресненский,Глубокий переулок,1/2,Краснопресненская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/301124778/,Москва,sale,flat,11,11,3,150.0,-1,0,200000000,Хамовники, Ефремова,10с1к4/1,Фрунзенская,Садовые кварталы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680573/,Москва,sale,flat,3,15,3,99.9,-1,0,160000000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
ФСК Агент,real_estate_agent,https://www.cian.ru/sale/flat/299508883/,Москва,sale,flat,5,9,3,54.0,-1,0,13300000,Ясенево,Новоясеневский проспект,21К1,Новоясеневская,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294106848/,Москва,sale,flat,4,6,3,145.0,-1,0,167000000,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/288962979/,Москва,sale,flat,4,6,3,143.7,-1,0,167000000,Пресненский,Большой Гнездниковский переулок,3,Пушкинская,Респект
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/300818798/,Москва,sale,flat,2,20,3,75.0,-1,0,29000000,Академический,Новочеремушкинская ,35,Профсоюзная,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301913453/,Москва,sale,flat,9,14,3,100.5,-1,0,145000000,Хамовники, Усачева,11А,Спортивная,Садовые кварталы
Евгения Климова,realtor,https://www.cian.ru/sale/flat/300617413/,Москва,sale,flat,7,10,3,140.0,-1,0,76000000,Тверской,3-й Самотечный переулок,11к2,Достоевская,
ФЛИП,real_estate_agent,https://www.cian.ru/sale/flat/301352993/,Москва,sale,flat,8,9,3,68.3,-1,0,15500000,Ясенево,проезд Карамзина,1К1,Ясенево,
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/301354766/,Москва,sale,flat,5,14,3,151.0,-1,0,174900000,Хамовники, Усачева,11А,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300733009/,Москва,sale,flat,12,12,3,243.0,-1,0,350000000,Хамовники, Усачева,11И,Спортивная,Садовые кварталы
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301269319/,Москва,sale,flat,11,14,3,64.7,-1,0,17000000,Лосиноостровский, Коминтерна,22К1,Бабушкинская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/301903899/,Москва,sale,flat,5,15,3,150.0,-1,0,175000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/299145698/,Москва,sale,flat,8,18,3,99.7,-1,0,114000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
ID 86550588,homeowner,https://www.cian.ru/sale/flat/301848672/,Москва,sale,flat,2,5,3,98.4,-1,0,25800000,Южнопортовый,Южнопортовая ,18,Кожуховская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/286007029/,Москва,sale,flat,4,6,3,169.0,-1,0,190000000,Хамовники, Усачева,11,Спортивная,Садовые кварталы
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/299143568/,Москва,sale,flat,9,18,3,99.7,-1,0,120000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301599185/,Москва,sale,flat,6,8,3,59.0,-1,0,20500000,Даниловский,Автозаводская ,11,Автозаводская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/297949569/,Москва,sale,flat,8,8,3,106.3,-1,0,135000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/300749905/,Москва,sale,flat,5,9,3,117.0,-1,0,65500000,Тверской,Большой Каретный переулок,24с2,Цветной бульвар,Каретный плаза
Юлия Мамаева,realtor,https://www.cian.ru/sale/flat/299308382/,Москва,sale,flat,14,17,3,74.9,-1,0,28800000,Раменки, Раменки,9К2,,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680546/,Москва,sale,flat,3,11,3,118.71,-1,0,135000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734699/,Москва,sale,flat,6,13,3,107.5,-1,0,160500000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
Екатерина Боброва,realtor,https://www.cian.ru/sale/flat/300364688/,Москва,sale,flat,9,10,3,60.0,-1,0,27400000,ЛУЧШАЯ кв-ра в е!Свежий ремонт3-комн. квартира,60 м²,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/293668197/,Москва,sale,flat,4,5,3,150.8,-1,0,219580001,Пресненский,Леонтьевский переулок,11,Тверская,Леонтьевский 11
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/295229141/,Москва,sale,flat,6,12,3,107.0,-1,0,160500000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
Estes,real_estate_agent,https://www.cian.ru/sale/flat/301200484/,Москва,sale,flat,3,9,3,57.5,-1,0,13599000,Вешняки, Молдагуловой,10К3,Вешняки,
ID 21874251,realtor,https://www.cian.ru/sale/flat/301538195/,Москва,sale,flat,32,40,3,113.0,-1,0,135000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300824521/,Москва,sale,flat,25,30,3,134.0,-1,0,66000000,Проспект Вернадского,проспект Вернадского,37к1А,Проспект Вернадского,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301381549/,Москва,sale,flat,8,9,3,62.0,-1,0,18800000,Кунцево,Молодогвардейская ,3,Кунцевская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/281642517/,Москва,sale,flat,7,9,3,135.0,-1,0,156000000,Замоскворечье, Бахрушина,13,Павелецкая,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680555/,Москва,sale,flat,10,13,3,150.7,-1,0,170000000,Хамовники, Усачева,11Б,Спортивная,Садовые кварталы
ИП Самарская М.И.,real_estate_agent,https://www.cian.ru/sale/flat/301421793/,Москва,sale,flat,10,17,3,73.7,-1,0,22000000,Кунцево,Бобруйская ,6К2,Молодёжная,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289779308/,Москва,sale,flat,5,6,3,200.8,-1,0,168042620,Тверской,1-й Колобовский переулок,14,Трубная,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/287679683/,Москва,sale,flat,3,18,3,126.3,-1,0,75000000,Пресненский,Большая Грузинская ,37С2,Белорусская,
Князев и Партнёры,real_estate_agent,https://www.cian.ru/sale/flat/299495945/,Москва,sale,flat,4,6,3,68.5,-1,0,22990000,Басманный,Спартаковский переулок,26С2,Бауманская,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/301263975/,Москва,sale,flat,3,16,3,183.9,-1,0,274898999,Арбат,Малый Новопесковский переулок,8,Смоленская,Дом на Смоленской набережной
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301966307/,Москва,sale,flat,17,41,3,88.3,-1,0,59000000,Хорошевский,Ленинградский проспект,37/7,Аэропорт,Прайм Парк
Дмитрий Казаченко,realtor,https://www.cian.ru/sale/flat/301187444/,Москва,sale,flat,5,10,3,63.0,-1,0,13850000,Южное Бутово, Брусилова,33к1,Щербинка,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297085772/,Москва,sale,flat,4,12,3,135.0,-1,0,135000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/296204878/,Москва,sale,flat,4,12,3,135.0,-1,0,135000000,Замоскворечье,Климентовский переулок,2,Новокузнецкая,
Елена Иванова,realtor,https://www.cian.ru/sale/flat/300797525/,Москва,sale,flat,36,44,3,68.6,-1,0,36900000,Пресненский,Ходынская ,2,Улица 1905 года,Пресня Сити
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301897397/,Москва,sale,flat,9,36,3,70.6,-1,0,52000000,Хорошевский,Ленинградский проспект,37/4,ЦСКА,Прайм Парк
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300342112/,Москва,sale,flat,40,51,3,78.0,-1,0,37990000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Анастасия Дегтярева,realtor,https://www.cian.ru/sale/flat/301294321/,Москва,sale,flat,7,9,3,60.0,-1,0,22700000,Кунцево,Молодогвардейская ,1К1,Кунцевская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294675252/,Москва,sale,flat,4,7,3,131.4,-1,0,108733460,Пресненский,Никитский бульвар,12,Арбатская,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680550/,Москва,sale,flat,11,11,3,150.0,-1,0,200000000,Хамовники, Ефремова,10к2,Спортивная,Садовые кварталы
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301647592/,Москва,sale,flat,8,19,3,73.4,-1,0,46000000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,Сердце Столицы
Premium Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301734716/,Москва,sale,flat,4,6,3,170.0,-1,0,178900000,Хамовники, Усачева,11Ж,Спортивная,Садовые кварталы
CITYZEN,real_estate_agent,https://www.cian.ru/sale/flat/301771767/,Москва,sale,flat,15,78,3,95.0,-1,0,58000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300661318/,Москва,sale,flat,8,29,3,80.0,-1,0,37200000,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301916112/,Москва,sale,flat,4,5,3,115.0,-1,0,95000000,Хамовники,Кропоткинский переулок,4С1,Парк Культуры,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/287785206/,Москва,sale,flat,8,15,3,119.5,-1,0,155350000,Хамовники, Усачева,15кВ,Спортивная,Садовые кварталы
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/300101711/,Москва,sale,flat,5,6,3,107.0,-1,0,60000000,Красносельский,Сретенский бульвар,6/1С2,Тургеневская,
САДОВЫЕ КВАРТАЛЫ,real_estate_agent,https://www.cian.ru/sale/flat/301734836/,Москва,sale,flat,2,8,3,152.2,-1,0,150000000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/247174958/,Москва,sale,flat,8,53,3,150.0,-1,0,135000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
ID 13044325,unknown,https://www.cian.ru/sale/flat/301826360/,Москва,sale,flat,10,18,3,63.9,-1,0,27250000,Таганский,Марксистская ,5,Марксистская,
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/299504460/,Москва,sale,flat,8,18,3,102.0,-1,0,111998000,Хамовники, Усачева,15А,Спортивная,Садовые кварталы
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/301680534/,Москва,sale,flat,11,21,3,104.55,-1,0,115000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Дмитрий Казаченко,realtor,https://www.cian.ru/sale/flat/299690400/,Москва,sale,flat,16,24,3,60.0,-1,0,18550000,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299611000/,Москва,sale,flat,21,36,3,86.5,-1,0,49500000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,Сердце Столицы
ID 75377006,homeowner,https://www.cian.ru/sale/flat/300718367/,Москва,sale,flat,6,11,3,68.0,-1,0,38000000,Красносельский,4-й Красносельский переулок,5,Красносельская,
Инна Недвига,realtor,https://www.cian.ru/sale/flat/296559364/,Москва,sale,flat,3,22,3,75.5,-1,0,21500000,Северное Тушино, Героев Панфиловцев,7к4,Сходненская,
IZRAEV invest club,real_estate_agent,https://www.cian.ru/sale/flat/301024064/,Москва,sale,flat,23,29,3,79.3,-1,0,29999999,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
ID 413522,realtor,https://www.cian.ru/sale/flat/301734968/,Москва,sale,flat,8,15,3,119.5,-1,0,149300000,Хамовники, Усачева,15,Спортивная,Садовые кварталы
BERI,real_estate_agent,https://www.cian.ru/sale/flat/297066005/,Москва,sale,flat,6,8,3,57.4,-1,0,31990000,Хамовники,Зубовский бульвар,16-20С1,Парк Культуры,
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/298699272/,Москва,sale,flat,6,14,3,81.0,-1,0,46000000,Раменки,проспект Генерала Дорохова,39к1Г,Минская,Собрание клубных домов West Garden
BRIGHT ESTATE - городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/297078401/,Москва,sale,flat,9,14,3,67.0,-1,0,38000000,Раменки,проспект Генерала Дорохова,39к2,Минская,Собрание клубных домов West Garden
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/301429095/,Москва,sale,flat,1,17,3,72.7,-1,0,15500000,Митино,Пятницкое шоссе,9,Волоколамская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296106303/,Москва,sale,flat,39,65,3,223.3,-1,0,229082499,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301319293/,Москва,sale,flat,2,14,3,71.2,-1,0,46500000,Раменки,проспект Генерала Дорохова,39к1Б,Минская,Собрание клубных домов West Garden
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/240713517/,Москва,sale,flat,9,9,3,68.0,-1,0,32000000,Тверской,Оружейный переулок,25С1,Маяковская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301219445/,Москва,sale,flat,3,6,3,118.9,-1,0,240000000,Хамовники,Бутиковский переулок,3,Парк Культуры,Коппер Хаус
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299889344/,Москва,sale,flat,9,17,3,71.0,-1,0,16900000,Новокосино,Суздальская ,10К3,Новокосино,
Евгений Слинкин,realtor,https://www.cian.ru/sale/flat/288233425/,Москва,sale,flat,3,7,3,74.0,-1,0,27000000,Марьина роща,Октябрьская ,69,Марьина Роща,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/290706192/,Москва,sale,flat,2,4,3,137.9,-1,0,296485000,Хамовники,Пречистенская набережная,7,Парк Культуры,Кленовый DOM
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/300415407/,Москва,sale,flat,1,19,3,115.0,-1,0,35500000,Хорошево-Мневники,Шелепихинская набережная,34к1зд4,Шелепиха,Сердце Столицы
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296026359/,Москва,sale,flat,3,19,3,89.0,-1,0,42000000,Красносельский,переулок Докучаев,2с3,Площадь трёх вокзалов,Волга
MHEstate - Элитная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300822553/,Москва,sale,flat,7,17,3,75.7,-1,0,41000000,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь
BERI,real_estate_agent,https://www.cian.ru/sale/flat/299573059/,Москва,sale,flat,3,8,3,70.5,-1,0,26590000,Раменки,Ломоносовский проспект,35,Ломоносовский проспект,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/293972109/,Москва,sale,flat,53,73,3,239.0,-1,0,185000000,Пресненский,набережная Пресненская,8с1,Деловой центр,Город Столиц
Ramenky Realty,real_estate_agent,https://www.cian.ru/sale/flat/301734677/,Москва,sale,flat,11,11,3,150.0,-1,0,200000000,Хамовники, Ефремова,10к2,Спортивная,Садовые кварталы
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/300593977/,Москва,sale,flat,6,20,3,75.8,-1,0,28000000,Нагатинский затон,Нагатинская набережная,44к1,Коломенская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301108938/,Москва,sale,flat,25,34,3,135.0,-1,0,85000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296195763/,Москва,sale,flat,15,44,3,117.0,-1,0,101000000,Раменки,Минская ,2,Минская,Долина Сетунь
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/292752282/,Москва,sale,flat,6,10,3,60.5,-1,0,23700000,Якиманка,Ленинский проспект,3,Октябрьская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539731/,Москва,sale,flat,7,11,3,115.2,-1,0,52990000,Мещанский,Троицкая ,9К1,Цветной бульвар,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/293982392/,Москва,sale,flat,3,5,3,164.0,-1,0,201592599,Хамовники, Бурденко,3,Парк Культуры,Дом на Бурденко
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300640756/,Москва,sale,flat,5,6,3,47.0,-1,0,18500000,Мещанский, Гиляровского,56,Проспект Мира,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/294907870/,Москва,sale,flat,2,7,3,151.3,-1,0,300000000,Хамовники, Плющиха,37,Киевская,Клубный дом Bunin
Гелиос недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300607934/,Москва,sale,flat,7,16,3,64.2,-1,0,10800000,Некрасовка,2-я Вольская ,26,Некрасовка,
ID 51834960,unknown,https://www.cian.ru/sale/flat/301908262/,Москва,sale,flat,2,9,3,62.0,-1,0,17500000,Чертаново Южное, Подольских Курсантов,18К1,Пражская,
CITYZEN,real_estate_agent,https://www.cian.ru/sale/flat/301969455/,Москва,sale,flat,70,78,3,135.0,-1,0,101500000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/289733284/,Москва,sale,flat,2,14,3,120.0,-1,0,105000000,Замоскворечье,Мытная ,7с2,Серпуховская,Английский квартал
Оксана Васильева,realtor,https://www.cian.ru/sale/flat/300623539/,Москва,sale,flat,21,25,3,77.4,-1,0,22900000,Очаково-Матвеевское,Большая Очаковская ,3,Аминьевская,Мичурино
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/293100672/,Москва,sale,flat,2,5,3,207.4,-1,0,458164999,Тверской,Никольская ,10/2С2б,Лубянка,St. Nickolas
Yhome,real_estate_agent,https://www.cian.ru/sale/flat/297776226/,Москва,sale,flat,6,21,3,128.0,-1,0,127000000,Пресненский, Костикова,4к2,Улица 1905 года,Lucky
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258695/,Москва,sale,flat,8,8,3,106.3,-1,0,68000000,Арбат, Арбат,51С1,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301520901/,Москва,sale,flat,67,79,3,146.0,-1,0,160000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/283967307/,Москва,sale,flat,9,12,3,101.1,-1,0,75000000,Раменки,проспект Генерала Дорохова,39к1Д,Минская,Собрание клубных домов West Garden
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/301895902/,Москва,sale,flat,8,9,3,58.3,-1,0,12290000,Лосиноостровский,Тайнинская ,26,Медведково,
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/300539688/,Москва,sale,flat,59,79,3,113.0,-1,0,83000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/297725946/,Москва,sale,flat,29,53,3,191.5,-1,0,229082499,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299562690/,Москва,sale,flat,12,31,3,82.0,-1,0,39500000,Очаково-Матвеевское,Нежинская ,1к2,Давыдково,Кутузовская Ривьера
Ашихмин и партнёры,real_estate_agent,https://www.cian.ru/sale/flat/300022362/,Москва,sale,flat,2,9,3,118.0,-1,0,215000000,Хамовники,Малая Пироговская ,12,Спортивная,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/293089792/,Москва,sale,flat,6,21,3,127.6,-1,0,127000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/301858215/,Москва,sale,flat,4,9,3,67.5,-1,0,20500000,Бутырский, Яблочкова,35,Фонвизинская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/300294429/,Москва,sale,flat,6,21,3,112.5,-1,0,150000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292500097/,Москва,sale,flat,7,21,3,82.0,-1,0,103000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/301316906/,Москва,sale,flat,6,14,3,63.6,-1,0,23500000,Савеловский, 8 Марта,8к2,Гражданская,
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/292658316/,Москва,sale,flat,2,21,3,126.0,-1,0,201600000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301767191/,Москва,sale,flat,4,7,3,117.9,-1,0,80000000,Мещанский,Протопоповский переулок,17С5,Проспект Мира,
Friends,real_estate_agent,https://www.cian.ru/sale/flat/301066540/,Москва,sale,flat,17,48,3,120.0,-1,0,54450000,Щукино,Авиационная ,79К1,Щукинская,Алые Паруса
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/300005990/,Москва,sale,flat,7,11,3,115.2,-1,0,54990000,Мещанский,Троицкая ,9К1,Цветной бульвар,
Vesco Realty,real_estate_agent,https://www.cian.ru/sale/flat/294265604/,Москва,sale,flat,10,14,3,70.2,-1,0,50000000,Раменки,проспект Генерала Дорохова,39к1,Минская,Собрание клубных домов West Garden
ЛюксДом,real_estate_agent,https://www.cian.ru/sale/flat/301628722/,Москва,sale,flat,18,22,3,116.2,-1,0,74990000,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
ID 96313919,homeowner,https://www.cian.ru/sale/flat/300788549/,Москва,sale,flat,5,5,3,73.0,-1,0,18000000,Коптево,бульвар Матроса Железняка,14к1,Коптево,
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/299202379/,Москва,sale,flat,11,58,3,81.0,-1,0,48500000,Хорошево-Мневники, Народного Ополчения,15К3,Народное Ополчение,Wellton Towers
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/301053709/,Москва,sale,flat,8,22,3,73.0,-1,0,22300000,Раменки, Лобачевского,98,Мичуринский проспект,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301927997/,Москва,sale,flat,7,79,3,90.6,-1,0,85000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/299880493/,Москва,sale,flat,3,28,3,68.0,-1,0,66500000,Красносельский,Большая Спасская ,35,Площадь трёх вокзалов,Dialog
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/301902444/,Москва,sale,flat,8,9,3,95.0,-1,0,27000000,Рязанский,1-й Институтский проезд,4/2,Окская,
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/272037601/,Москва,sale,flat,14,20,3,94.0,-1,0,53000000,Беговой,Бумажный проезд,4,Белорусская,Клубный дом SOHO+NOHO
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/296709454/,Москва,sale,flat,22,47,3,130.0,-1,0,100000000,Раменки,Мосфильмовская ,8,Ломоносовский проспект,Дом на Мосфильмовской
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/301852385/,Москва,sale,flat,10,39,3,86.0,-1,0,30490000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/245277094/,Москва,sale,flat,2,19,3,186.0,-1,0,199900000,Раменки,Ломоносовский проспект,25к5,Университет,Dominion
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/289915708/,Москва,sale,flat,2,7,3,151.0,-1,0,300000000,Хамовники, Плющиха,37,Киевская,
One Moscow,real_estate_agent,https://www.cian.ru/sale/flat/301879068/,Москва,sale,flat,20,42,3,69.0,-1,0,29450000,Котловка,Севастопольский проспект,22А,Нагорная,Eniteo
SevenHillsRealty,real_estate_agent,https://www.cian.ru/sale/flat/298116885/,Москва,sale,flat,3,57,3,115.0,-1,0,67969999,Хорошевский,Чапаевский переулок,3,Аэропорт,Триумф-Палас
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/299654561/,Москва,sale,flat,5,6,3,160.0,-1,0,197000000,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT
